


============================== EXP at 2025-05-23 10:08:19 ==============================
dev | avg_loss: 3.568359375 | {'exact_match': 3.6, 'rougeL': 26.0375}
train | epoch   0 | Iter:      4/  1424 | global iter:      4/  1424 | loss: 13.1929 | ds_loss: 13.1929 | lr: 9.9998e-05 | scale:  2048.0000 | micro time: 0.346 | step time: 0.390
train | epoch   0 | Iter:     52/  1424 | global iter:     52/  1424 | loss: 12.6155 | ds_loss: 12.6155 | lr: 9.9672e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.348
train | epoch   0 | Iter:     56/  1424 | global iter:     56/  1424 | loss: 13.1982 | ds_loss: 13.1982 | lr: 9.9619e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.348
train | epoch   0 | Iter:     60/  1424 | global iter:     60/  1424 | loss: 12.4231 | ds_loss: 12.4231 | lr: 9.9563e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   0 | Iter:     64/  1424 | global iter:     64/  1424 | loss: 13.3489 | ds_loss: 13.3489 | lr: 9.9503e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.348
train | epoch   0 | Iter:     68/  1424 | global iter:     68/  1424 | loss: 12.3564 | ds_loss: 12.3564 | lr: 9.9439e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   0 | Iter:     72/  1424 | global iter:     72/  1424 | loss: 12.2789 | ds_loss: 12.2789 | lr: 9.9371e-05 | scale:  2048.0000 | micro time: 0.347 | step time: 0.348
train | epoch   0 | Iter:     76/  1424 | global iter:     76/  1424 | loss: 11.9045 | ds_loss: 11.9045 | lr: 9.9300e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   0 | Iter:     80/  1424 | global iter:     80/  1424 | loss: 13.2415 | ds_loss: 13.2415 | lr: 9.9224e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   0 | Iter:     84/  1424 | global iter:     84/  1424 | loss: 12.2529 | ds_loss: 12.2529 | lr: 9.9145e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   0 | Iter:     88/  1424 | global iter:     88/  1424 | loss: 12.6276 | ds_loss: 12.6276 | lr: 9.9062e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   0 | Iter:     92/  1424 | global iter:     92/  1424 | loss: 12.8555 | ds_loss: 12.8555 | lr: 9.8975e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   0 | Iter:     96/  1424 | global iter:     96/  1424 | loss: 13.4874 | ds_loss: 13.4874 | lr: 9.8884e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   0 | Iter:    100/  1424 | global iter:    100/  1424 | loss: 12.3151 | ds_loss: 12.3151 | lr: 9.8789e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   0 | Iter:    104/  1424 | global iter:    104/  1424 | loss: 12.3945 | ds_loss: 12.3945 | lr: 9.8691e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.351
train | epoch   0 | Iter:    108/  1424 | global iter:    108/  1424 | loss: 13.0432 | ds_loss: 13.0432 | lr: 9.8589e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.351
train | epoch   0 | Iter:    112/  1424 | global iter:    112/  1424 | loss: 12.7184 | ds_loss: 12.7184 | lr: 9.8483e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   0 | Iter:    116/  1424 | global iter:    116/  1424 | loss: 12.5567 | ds_loss: 12.5567 | lr: 9.8373e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   0 | Iter:    120/  1424 | global iter:    120/  1424 | loss: 12.7100 | ds_loss: 12.7100 | lr: 9.8260e-05 | scale:  2048.0000 | micro time: 0.351 | step time: 0.350
train | epoch   0 | Iter:    124/  1424 | global iter:    124/  1424 | loss: 12.7464 | ds_loss: 12.7464 | lr: 9.8143e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   0 | Iter:    128/  1424 | global iter:    128/  1424 | loss: 12.3943 | ds_loss: 12.3943 | lr: 9.8022e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   0 | Iter:    132/  1424 | global iter:    132/  1424 | loss: 12.2111 | ds_loss: 12.2111 | lr: 9.7897e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.351
train | epoch   0 | Iter:    136/  1424 | global iter:    136/  1424 | loss: 13.0109 | ds_loss: 13.0109 | lr: 9.7768e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.351
train | epoch   0 | Iter:    140/  1424 | global iter:    140/  1424 | loss: 12.8130 | ds_loss: 12.8130 | lr: 9.7636e-05 | scale:  2048.0000 | micro time: 0.351 | step time: 0.350
train | epoch   0 | Iter:    144/  1424 | global iter:    144/  1424 | loss: 12.1804 | ds_loss: 12.1804 | lr: 9.7500e-05 | scale:  2048.0000 | micro time: 0.354 | step time: 0.351
train | epoch   0 | Iter:    148/  1424 | global iter:    148/  1424 | loss: 13.4434 | ds_loss: 13.4434 | lr: 9.7361e-05 | scale:  2048.0000 | micro time: 0.351 | step time: 0.350
train | epoch   0 | Iter:    152/  1424 | global iter:    152/  1424 | loss: 12.4062 | ds_loss: 12.4062 | lr: 9.7218e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   0 | Iter:    156/  1424 | global iter:    156/  1424 | loss: 12.1226 | ds_loss: 12.1226 | lr: 9.7071e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.350
train | epoch   0 | Iter:    160/  1424 | global iter:    160/  1424 | loss: 12.0061 | ds_loss: 12.0061 | lr: 9.6920e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   0 | Iter:    164/  1424 | global iter:    164/  1424 | loss: 12.7680 | ds_loss: 12.7680 | lr: 9.6766e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.350
train | epoch   0 | Iter:    168/  1424 | global iter:    168/  1424 | loss: 12.0693 | ds_loss: 12.0693 | lr: 9.6608e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   0 | Iter:    172/  1424 | global iter:    172/  1424 | loss: 12.7008 | ds_loss: 12.7008 | lr: 9.6447e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   0 | Iter:    176/  1424 | global iter:    176/  1424 | loss: 12.3477 | ds_loss: 12.3477 | lr: 9.6282e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
dev | avg_loss: 3.734375 | {'exact_match': 4.8, 'rougeL': 27.119}
train | epoch   1 | Iter:    180/  1424 | global iter:    180/  1424 | loss: 11.9441 | ds_loss: 11.9441 | lr: 9.6113e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.317
train | epoch   1 | Iter:    184/  1424 | global iter:    184/  1424 | loss: 12.0102 | ds_loss: 12.0102 | lr: 9.5941e-05 | scale:  2048.0000 | micro time: 0.346 | step time: 0.349
train | epoch   1 | Iter:    188/  1424 | global iter:    188/  1424 | loss: 12.3376 | ds_loss: 12.3376 | lr: 9.5765e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   1 | Iter:    192/  1424 | global iter:    192/  1424 | loss: 12.8351 | ds_loss: 12.8351 | lr: 9.5585e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   1 | Iter:    196/  1424 | global iter:    196/  1424 | loss: 12.3314 | ds_loss: 12.3314 | lr: 9.5403e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   1 | Iter:    200/  1424 | global iter:    200/  1424 | loss: 11.5196 | ds_loss: 11.5196 | lr: 9.5216e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.348
train | epoch   1 | Iter:    204/  1424 | global iter:    204/  1424 | loss: 12.9924 | ds_loss: 12.9924 | lr: 9.5026e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.348
train | epoch   1 | Iter:    208/  1424 | global iter:    208/  1424 | loss: 11.5030 | ds_loss: 11.5030 | lr: 9.4833e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   1 | Iter:    212/  1424 | global iter:    212/  1424 | loss: 12.2458 | ds_loss: 12.2458 | lr: 9.4636e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.348
train | epoch   1 | Iter:    216/  1424 | global iter:    216/  1424 | loss: 12.3200 | ds_loss: 12.3200 | lr: 9.4435e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   1 | Iter:    220/  1424 | global iter:    220/  1424 | loss: 12.6465 | ds_loss: 12.6465 | lr: 9.4231e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   1 | Iter:    224/  1424 | global iter:    224/  1424 | loss: 12.3325 | ds_loss: 12.3325 | lr: 9.4024e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   1 | Iter:    228/  1424 | global iter:    228/  1424 | loss: 11.5901 | ds_loss: 11.5901 | lr: 9.3813e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.348
train | epoch   1 | Iter:    232/  1424 | global iter:    232/  1424 | loss: 11.6839 | ds_loss: 11.6839 | lr: 9.3599e-05 | scale:  2048.0000 | micro time: 0.347 | step time: 0.348
train | epoch   1 | Iter:    236/  1424 | global iter:    236/  1424 | loss: 12.5991 | ds_loss: 12.5991 | lr: 9.3381e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   1 | Iter:    240/  1424 | global iter:    240/  1424 | loss: 11.6129 | ds_loss: 11.6129 | lr: 9.3160e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   1 | Iter:    244/  1424 | global iter:    244/  1424 | loss: 12.8726 | ds_loss: 12.8726 | lr: 9.2936e-05 | scale:  2048.0000 | micro time: 0.347 | step time: 0.349
train | epoch   1 | Iter:    248/  1424 | global iter:    248/  1424 | loss: 12.3298 | ds_loss: 12.3298 | lr: 9.2708e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   1 | Iter:    252/  1424 | global iter:    252/  1424 | loss: 12.2045 | ds_loss: 12.2045 | lr: 9.2477e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   1 | Iter:    256/  1424 | global iter:    256/  1424 | loss: 11.9470 | ds_loss: 11.9470 | lr: 9.2243e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   1 | Iter:    260/  1424 | global iter:    260/  1424 | loss: 12.1969 | ds_loss: 12.1969 | lr: 9.2005e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   1 | Iter:    264/  1424 | global iter:    264/  1424 | loss: 12.6079 | ds_loss: 12.6079 | lr: 9.1765e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   1 | Iter:    268/  1424 | global iter:    268/  1424 | loss: 12.0771 | ds_loss: 12.0771 | lr: 9.1521e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   1 | Iter:    272/  1424 | global iter:    272/  1424 | loss: 12.2211 | ds_loss: 12.2211 | lr: 9.1273e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.348
train | epoch   1 | Iter:    276/  1424 | global iter:    276/  1424 | loss: 12.5842 | ds_loss: 12.5842 | lr: 9.1023e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   1 | Iter:    280/  1424 | global iter:    280/  1424 | loss: 12.2325 | ds_loss: 12.2325 | lr: 9.0769e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   1 | Iter:    284/  1424 | global iter:    284/  1424 | loss: 12.1130 | ds_loss: 12.1130 | lr: 9.0512e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   1 | Iter:    288/  1424 | global iter:    288/  1424 | loss: 11.8023 | ds_loss: 11.8023 | lr: 9.0252e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   1 | Iter:    292/  1424 | global iter:    292/  1424 | loss: 12.0717 | ds_loss: 12.0717 | lr: 8.9989e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   1 | Iter:    296/  1424 | global iter:    296/  1424 | loss: 12.6975 | ds_loss: 12.6975 | lr: 8.9723e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   1 | Iter:    300/  1424 | global iter:    300/  1424 | loss: 11.9584 | ds_loss: 11.9584 | lr: 8.9453e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   1 | Iter:    304/  1424 | global iter:    304/  1424 | loss: 11.5642 | ds_loss: 11.5642 | lr: 8.9181e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   1 | Iter:    308/  1424 | global iter:    308/  1424 | loss: 12.0462 | ds_loss: 12.0462 | lr: 8.8905e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   1 | Iter:    312/  1424 | global iter:    312/  1424 | loss: 12.8360 | ds_loss: 12.8360 | lr: 8.8627e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   1 | Iter:    316/  1424 | global iter:    316/  1424 | loss: 12.8356 | ds_loss: 12.8356 | lr: 8.8345e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.351
train | epoch   1 | Iter:    320/  1424 | global iter:    320/  1424 | loss: 12.8338 | ds_loss: 12.8338 | lr: 8.8061e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   1 | Iter:    324/  1424 | global iter:    324/  1424 | loss: 12.5093 | ds_loss: 12.5093 | lr: 8.7773e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.350
train | epoch   1 | Iter:    328/  1424 | global iter:    328/  1424 | loss: 12.3165 | ds_loss: 12.3165 | lr: 8.7483e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   1 | Iter:    332/  1424 | global iter:    332/  1424 | loss: 12.4529 | ds_loss: 12.4529 | lr: 8.7190e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   1 | Iter:    336/  1424 | global iter:    336/  1424 | loss: 12.6301 | ds_loss: 12.6301 | lr: 8.6894e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   1 | Iter:    340/  1424 | global iter:    340/  1424 | loss: 12.5106 | ds_loss: 12.5106 | lr: 8.6594e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.350
train | epoch   1 | Iter:    344/  1424 | global iter:    344/  1424 | loss: 11.8898 | ds_loss: 11.8898 | lr: 8.6293e-05 | scale:  2048.0000 | micro time: 0.354 | step time: 0.352
train | epoch   1 | Iter:    348/  1424 | global iter:    348/  1424 | loss: 12.5862 | ds_loss: 12.5862 | lr: 8.5988e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   1 | Iter:    352/  1424 | global iter:    352/  1424 | loss: 11.9917 | ds_loss: 11.9917 | lr: 8.5680e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   1 | Iter:    356/  1424 | global iter:    356/  1424 | loss: 12.5571 | ds_loss: 12.5571 | lr: 8.5370e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.351
dev | avg_loss: 3.7236328125 | {'exact_match': 4.0, 'rougeL': 27.1712}
train | epoch   2 | Iter:    360/  1424 | global iter:    360/  1424 | loss: 11.7420 | ds_loss: 11.7420 | lr: 8.5057e-05 | scale:  2048.0000 | micro time: 0.352 | step time: 0.318
train | epoch   2 | Iter:    364/  1424 | global iter:    364/  1424 | loss: 12.5181 | ds_loss: 12.5181 | lr: 8.4741e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.350
train | epoch   2 | Iter:    368/  1424 | global iter:    368/  1424 | loss: 11.2643 | ds_loss: 11.2643 | lr: 8.4423e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.348
train | epoch   2 | Iter:    372/  1424 | global iter:    372/  1424 | loss: 11.5034 | ds_loss: 11.5034 | lr: 8.4101e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.348
train | epoch   2 | Iter:    376/  1424 | global iter:    376/  1424 | loss: 12.1862 | ds_loss: 12.1862 | lr: 8.3778e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   2 | Iter:    380/  1424 | global iter:    380/  1424 | loss: 12.3090 | ds_loss: 12.3090 | lr: 8.3451e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.348
train | epoch   2 | Iter:    384/  1424 | global iter:    384/  1424 | loss: 12.1074 | ds_loss: 12.1074 | lr: 8.3122e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   2 | Iter:    388/  1424 | global iter:    388/  1424 | loss: 11.4793 | ds_loss: 11.4793 | lr: 8.2791e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.348
train | epoch   2 | Iter:    392/  1424 | global iter:    392/  1424 | loss: 12.4196 | ds_loss: 12.4196 | lr: 8.2456e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   2 | Iter:    396/  1424 | global iter:    396/  1424 | loss: 11.5417 | ds_loss: 11.5417 | lr: 8.2120e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   2 | Iter:    400/  1424 | global iter:    400/  1424 | loss: 13.0447 | ds_loss: 13.0447 | lr: 8.1781e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   2 | Iter:    404/  1424 | global iter:    404/  1424 | loss: 12.0496 | ds_loss: 12.0496 | lr: 8.1439e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   2 | Iter:    408/  1424 | global iter:    408/  1424 | loss: 11.2645 | ds_loss: 11.2645 | lr: 8.1095e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   2 | Iter:    412/  1424 | global iter:    412/  1424 | loss: 11.7560 | ds_loss: 11.7560 | lr: 8.0748e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   2 | Iter:    416/  1424 | global iter:    416/  1424 | loss: 11.5133 | ds_loss: 11.5133 | lr: 8.0399e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   2 | Iter:    420/  1424 | global iter:    420/  1424 | loss: 11.4405 | ds_loss: 11.4405 | lr: 8.0048e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   2 | Iter:    424/  1424 | global iter:    424/  1424 | loss: 11.7629 | ds_loss: 11.7629 | lr: 7.9694e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   2 | Iter:    428/  1424 | global iter:    428/  1424 | loss: 12.1691 | ds_loss: 12.1691 | lr: 7.9339e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   2 | Iter:    432/  1424 | global iter:    432/  1424 | loss: 11.7861 | ds_loss: 11.7861 | lr: 7.8980e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   2 | Iter:    436/  1424 | global iter:    436/  1424 | loss: 12.1343 | ds_loss: 12.1343 | lr: 7.8620e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.348
train | epoch   2 | Iter:    440/  1424 | global iter:    440/  1424 | loss: 11.9333 | ds_loss: 11.9333 | lr: 7.8257e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   2 | Iter:    444/  1424 | global iter:    444/  1424 | loss: 12.3347 | ds_loss: 12.3347 | lr: 7.7892e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   2 | Iter:    448/  1424 | global iter:    448/  1424 | loss: 12.0403 | ds_loss: 12.0403 | lr: 7.7525e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.348
train | epoch   2 | Iter:    452/  1424 | global iter:    452/  1424 | loss: 12.1085 | ds_loss: 12.1085 | lr: 7.7156e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   2 | Iter:    456/  1424 | global iter:    456/  1424 | loss: 12.3056 | ds_loss: 12.3056 | lr: 7.6785e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.350
train | epoch   2 | Iter:    460/  1424 | global iter:    460/  1424 | loss: 11.8909 | ds_loss: 11.8909 | lr: 7.6411e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   2 | Iter:    464/  1424 | global iter:    464/  1424 | loss: 11.8536 | ds_loss: 11.8536 | lr: 7.6036e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   2 | Iter:    468/  1424 | global iter:    468/  1424 | loss: 12.5974 | ds_loss: 12.5974 | lr: 7.5659e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   2 | Iter:    472/  1424 | global iter:    472/  1424 | loss: 11.7674 | ds_loss: 11.7674 | lr: 7.5279e-05 | scale:  2048.0000 | micro time: 0.351 | step time: 0.350
train | epoch   2 | Iter:    476/  1424 | global iter:    476/  1424 | loss: 11.4161 | ds_loss: 11.4161 | lr: 7.4898e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   2 | Iter:    480/  1424 | global iter:    480/  1424 | loss: 11.2362 | ds_loss: 11.2362 | lr: 7.4514e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   2 | Iter:    484/  1424 | global iter:    484/  1424 | loss: 11.2034 | ds_loss: 11.2034 | lr: 7.4129e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   2 | Iter:    488/  1424 | global iter:    488/  1424 | loss: 12.4512 | ds_loss: 12.4512 | lr: 7.3742e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   2 | Iter:    492/  1424 | global iter:    492/  1424 | loss: 11.9619 | ds_loss: 11.9619 | lr: 7.3353e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   2 | Iter:    496/  1424 | global iter:    496/  1424 | loss: 11.8807 | ds_loss: 11.8807 | lr: 7.2962e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   2 | Iter:    500/  1424 | global iter:    500/  1424 | loss: 12.3139 | ds_loss: 12.3139 | lr: 7.2570e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   2 | Iter:    504/  1424 | global iter:    504/  1424 | loss: 11.9158 | ds_loss: 11.9158 | lr: 7.2175e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   2 | Iter:    508/  1424 | global iter:    508/  1424 | loss: 11.5897 | ds_loss: 11.5897 | lr: 7.1779e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.349
train | epoch   2 | Iter:    512/  1424 | global iter:    512/  1424 | loss: 11.6770 | ds_loss: 11.6770 | lr: 7.1381e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.348
train | epoch   2 | Iter:    516/  1424 | global iter:    516/  1424 | loss: 12.1575 | ds_loss: 12.1575 | lr: 7.0982e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   2 | Iter:    520/  1424 | global iter:    520/  1424 | loss: 11.8718 | ds_loss: 11.8718 | lr: 7.0581e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   2 | Iter:    524/  1424 | global iter:    524/  1424 | loss: 12.5717 | ds_loss: 12.5717 | lr: 7.0178e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.349
train | epoch   2 | Iter:    528/  1424 | global iter:    528/  1424 | loss: 11.6108 | ds_loss: 11.6108 | lr: 6.9774e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
train | epoch   2 | Iter:    532/  1424 | global iter:    532/  1424 | loss: 12.1932 | ds_loss: 12.1932 | lr: 6.9368e-05 | scale:  2048.0000 | micro time: 0.350 | step time: 0.350
dev | avg_loss: 3.826171875 | {'exact_match': 4.2, 'rougeL': 27.5872}
train | epoch   2 | Iter:    536/  1424 | global iter:    536/  1424 | loss: 11.6499 | ds_loss: 11.6499 | lr: 6.8961e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.348
train | epoch   3 | Iter:    540/  1424 | global iter:    540/  1424 | loss: 12.2982 | ds_loss: 12.2982 | lr: 6.8553e-05 | scale:  2048.0000 | micro time: 0.352 | step time: 0.320
train | epoch   3 | Iter:    544/  1424 | global iter:    544/  1424 | loss: 12.0589 | ds_loss: 12.0589 | lr: 6.8142e-05 | scale:  2048.0000 | micro time: 0.349 | step time: 0.350
train | epoch   3 | Iter:    548/  1424 | global iter:    548/  1424 | loss: 11.4515 | ds_loss: 11.4515 | lr: 6.7731e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
train | epoch   3 | Iter:    552/  1424 | global iter:    552/  1424 | loss: 11.6537 | ds_loss: 11.6537 | lr: 6.7318e-05 | scale:  2048.0000 | micro time: 0.355 | step time: 0.351
train | epoch   3 | Iter:    556/  1424 | global iter:    556/  1424 | loss: 12.1739 | ds_loss: 12.1739 | lr: 6.6904e-05 | scale:  2048.0000 | micro time: 0.348 | step time: 0.349
